Rank,NCT Number,Title,Acronym,Status,Conditions.1,Conditions.2,Conditions.3,Conditions.4,Conditions.5,Conditions.6,Conditions.7,Interventions,Sponsor/Collaborators,Gender,Age,Enrollment,Funded Bys,Study Type,Start Date,Primary Completion Date,Completion Date,First Posted,Last Update Posted,Locations.1,Country,Generalized Condition,Has Chronic Condition,Condition Count,Total Days Taken
5464.0,NCT04632004,Questionnaire Regarding the Effect of Wearing Face Masks on Oral Health,,Enrolling by invitation,Dry Mouth,Halitosis,,,,,,Other: Invitation to participate,University of Göttingen,All,"Child, Adult, Older Adult",3000.0,Other,Interventional,2020-11-20,01/05/21,2021-01-07,17/11/20,25/11/20,"University Medical Center Goettingen, Dept. of Preventive Dentistry, Periodontology and Cariology, Göttingen, Lower Saxony",Germany,Others,0,2,48.0
5465.0,NCT04039243,Addressing Anxiety in 2-3-Year-Olds: A Pilot Intervention Study,,Recruiting,Anxiety Disorder of Childhood,Fear,Shyness,,,,,Behavioral: Being Brave|Other: Parent Education,Massachusetts General Hospital,All,21 Months to 47 Months   (Child),90.0,Other,Interventional,2019-09-27,01/09/22,2022-01-09,31/07/19,03/12/20,"Massachusetts General Hospital, Boston, Massachusetts",United States,Mental Health,1,3,835.0
5466.0,NCT04497753,An Epidemiological Investigation on Correct Wearing of Mask by Hood Test,,Completed,Respiratory Infectious Diseases,,,,,,,,Fuwai Yunnan Cardiovascular Hospital,All,"7 Years and older   (Child, Adult, Older Adult)",6000.0,Other,Observational,2020-06-19,31/08/20,2020-08-31,04/08/20,19/10/20,"Fuwai hospital, Beijing, Beijing, Beijing, China|Taizhou Health Bureau, Taizhou, Jiangsu, China|Bin Health Wen, Jinzhong, Shanxi, China|Yuanqu Health Bureau, Yuncheng, Shanxi, China|Fuwai Yunnan Cardiovascular Hospital, Kunming, Yunnan, China|Luliang Health Bureau, Qujing, Yunnan, China|Shizong Health Bureau, Qujing, Yunnan, China|Luoping Health Bureau, Qujing, Yunnan",China,Others,0,1,73.0
5467.0,NCT04497675,An Epidemiological Investigation on Correct Wearing of Mask by Direct Spray Test,,Completed,Respiratory Infectious Diseases,,,,,,,,Fuwai Yunnan Cardiovascular Hospital,All,"7 Years and older   (Child, Adult, Older Adult)",6000.0,Other,Observational,2020-06-19,31/08/20,2020-08-31,04/08/20,19/10/20,"Fuwai hospital, Beijing, Beijing, Beijing, China|Taizhou Health Bureau, Taizhou, Jiangsu, China|Jiexiu Health Bureau, Jinzhong, Shanxi, China|Yuanqu Health Bureau, Yuncheng, Shanxi, China|Shizong Health Bureau, Qujing, Yunnan, China|Lin Health Duo, Qujing, Yunnan, China|Luliang Health Bureau, Qujing, Yunnan, China|Luoping Health Bureau, Qujing, Yunnan",China,Others,0,1,73.0
5468.0,NCT04812899,Implementation of a Waitlist Intervention and Clinical Care Pathway for Families Awaiting at Eating Disorders Program,WICFAS,Not yet recruiting,Eating Disorders,,,,,,,Behavioral: Parental guided self-help version of FBT-pre-recorded videos and readings from the book,McMaster University,All,"20 Years to 100 Years   (Adult, Older Adult)",30.0,Other,Interventional,2021-01-04,01/12/21,2021-01-12,24/03/21,24/03/21,,,Others,0,1,8.0
5469.0,NCT04474028,An Epidemiological Investigation on the Correct Wearing of Face Mask,,Completed,Respiratory Infectious Diseases,,,,,,,,Fuwai Yunnan Cardiovascular Hospital,All,"7 Years and older   (Child, Adult, Older Adult)",6000.0,Other,Observational,2020-06-19,31/08/20,2020-08-31,16/07/20,06/11/20,"Fuwai hospital, Beijing, Beijing, Beijing, China|Taizhou Health Bureau, Taizhou, Jiangsu, China|Jiexiu Health Bureau, Jinzhong, Shanxi, China|Yuanqu Health Bureau, Yuncheng, Shanxi, China|Fuwai Yunnan Cardiovascular Hospital, Kunming, Yunnan, China|Luliang Health Bureau, Qujing, Yunnan, China|Shizong Health Bureau, Qujing, Yunnan, China|Luoping Health Bureau, Qujing, Yunnan",China,Others,0,1,73.0
5470.0,NCT04804072,INTEGRA: A Vanguard Study of Health Service Delivery in a Mobile Health Delivery Unit,INTEGRA,Not yet recruiting,HIV Infections,Drug Use,Opioid Use,Opioid-use Disorder,,,,"Drug: Medication for opioid-use disorder (MOUD) for opioid-use disorder (OUD)|Diagnostic Test: HIV testing|Drug: HIV treatment for HIV-positive participants not already in care|Drug: PrEP for HIV-negative participants|Diagnostic Test: Testing and referral for vaccination or treatment for hepatitis A virus (HAV) and hepatitis B virus (HBV)|Diagnostic Test: Testing and referral for treatment for hepatitis C virus (HCV)|Diagnostic Test: Sexually transmitted infection (STI) testing and treatment|Other: Primary care|Behavioral: Harm reduction services|Behavioral: Peer navigation|Diagnostic Test: COVID-19 testing and referral for further evaluation, care and/or treatment",HIV Prevention Trials Network|National Institute of Allergy and Infectious Diseases (NIAID)|National Institute on Drug Abuse (NIDA),All,18 Years to 60 Years   (Adult),860.0,Other|NIH,Interventional,2021-01-04,01/10/24,2024-01-10,18/03/21,18/03/21,"UCLA Vine Street Clinic, Los Angeles, California, United States|George Washington University CRS, Washington, District of Columbia, United States|Bronx Prevention Center CRS, Bronx, New York, United States|Penn Prevention CRS, Philadelphia, Pennsylvania, United States|Houston AIDS Research Team CRS, Houston, Texas",United States,Others,0,4,1101.0
5471.0,NCT04714307,Neuropsychiatry and Cognition in SCA3/MJD,,Recruiting,Spinocerebellar Ataxia Type 3,Machado-Joseph Disease,SCA3,MJD,,,,Diagnostic Test: SCA3/MJD molecular diagnosis|Diagnostic Test: Cognitive Testing|Diagnostic Test: Psychiatric Evaluation|Diagnostic Test: Clinical Neurological Evaluation|Diagnostic Test: Emotional Attribution Evaluation|Diagnostic Test: Activities of Daily Living,Hospital de Clinicas de Porto Alegre,All,"18 Years and older   (Adult, Older Adult)",144.0,Other,Observational,2019-12-13,01/02/21,2023-01-08,19/01/21,19/01/21,"Hospital de Clinicas de Porto Alegre, Porto Alegre, Rio Grande Do Sul",Brazil,Others,0,4,1122.0
5472.0,NCT04794556,Respiratory Protection Effect of Ear-loop-type KF94 Mask,,Completed,Infection,,,,,,,Device: tight-fitting of KF94 mask with clip,Samsung Medical Center,All,"18 Years to 65 Years   (Adult, Older Adult)",30.0,Other,Interventional,2021-01-01,10/03/21,2021-10-03,12/03/21,15/03/21,"Samsung Medical Center, Seoul, Korea",Republic of,Others,0,1,275.0
5473.0,NCT04820387,Assessment of Remote Vital Signs for Telemedicine Applications,,Recruiting,Telemedicine,Physiology,,,,,,,Johns Hopkins University,All,"18 Years to 85 Years   (Adult, Older Adult)",300.0,Other,Observational,2021-01-04,01/09/24,2024-01-09,29/03/21,29/03/21,"Johns Hopkins Asthma & Allergy Center, Baltimore, Maryland",United States,Others,0,2,1100.0
5474.0,NCT04834700,Comparison of Hands-on Versus Online Learning About Ocular Ultrasound,,Recruiting,Emergencies,,,,,,,Other: online group,Samsung Medical Center,All,18 Years to 50 Years   (Adult),32.0,Other,Interventional,2020-12-17,01/04/21,2021-01-04,08/04/21,08/04/21,"Samsung Medical Center, Seoul, Korea",Republic of,Others,0,1,18.0
5475.0,NCT04501588,Parent Telehealth Intervention for Children With Autism,,Recruiting,Autism Spectrum Disorder,Autism,,,,,,Behavioral: Responsive training with no video feedback|Behavioral: Responsive training with video feedback,Northwestern University,All,18 Months to 48 Months   (Child),40.0,Other,Interventional,2020-06-03,30/06/21,2021-09-30,06/08/20,01/12/20,"Northwestern University, Evanston, Illinois",United States,Others,0,2,484.0
5476.0,NCT04767464,Feasibility of Providing a Purpose Renewal Intervention for Cancer Survivors Via Virtual Groups,CC-V,Not yet recruiting,Breast Cancer,Breast Neoplasm,,,,,,Other: Compass Course,Mary Radomski|Allina Health System,Female,"25 Years and older   (Adult, Older Adult)",20.0,Other,Interventional,2021-01-03,01/03/22,2022-01-03,23/02/21,23/02/21,"Abbott Northwestern Hospital, Minneapolis, Minnesota",United States,Cancers,1,2,365.0
5477.0,NCT04770597,Monitors to Improve Indoor Carbon Dioxide (CO2) Concentrations in the Hospital,MICH,Enrolling by invitation,Healthcare Associated Infection,,,,,,,Device: Aranet4 Home CO2 monitor,"Imelda Hospital, Bonheiden",All,"Child, Adult, Older Adult",48.0,Other,Interventional,2021-02-21,01/04/21,2021-01-04,25/02/21,19/03/21,"Imelda Hospital, Bonheiden",Belgium,Others,0,1,-48.0
5478.0,NCT04522713,A Transdiagnostic Course for Common Mental Health Problems in Primary Care,,Recruiting,Depression,Anxiety,,,,,,"Behavioral: Behavioral activation, evidence-based sleep strategies including sleep restriction, exposure-based strategies, promotion of physical activity and recuperating activities, psychoeducational material",Karolinska Institutet,All,"18 Years and older   (Adult, Older Adult)",68.0,Other,Interventional,2020-08-24,01/03/21,2021-01-12,21/08/20,25/11/20,"Karolinska Institutet, Stockholm",Sweden,Mental Health,1,2,141.0
5479.0,NCT04654637,Multiple Interactive With Nutrition and Exercise Strategies in Frailty Cancer Patients,,Recruiting,Cancer,,,,,,,Behavioral: Nutrition and Exercise Strategies,Tzu Chi University,All,"20 Years to 85 Years   (Adult, Older Adult)",128.0,Other,Interventional,2020-01-11,30/11/23,2023-11-30,04/12/20,04/12/20,"Tzu Chi University, Hualien City",Taiwan,Cancers,1,1,1419.0
5480.0,NCT04542863,The Molecular Imaging Research of F-18 Labeled DX600 PET Probe,,Recruiting,Solid Tumor,,,,,,,Other: 18F-DX600 PET/CT,Beijing Cancer Hospital,All,"3 Years and older   (Child, Adult, Older Adult)",100.0,Other,Interventional,2020-11-09,01/09/22,2022-01-09,09/09/20,22/10/20,"Beijing Cancer Hospital, Beijing, Beijing",China,Others,0,1,426.0
5481.0,NCT03500328,Traditional Versus Early Aggressive Therapy for Multiple Sclerosis Trial,TREAT-MS,Recruiting,"Multiple Sclerosis, Relapsing-Remitting",,,,,,,Other: Early Aggressive Therapy or Traditional Therapy,Johns Hopkins University|Patient-Centered Outcomes Research Institute,All,18 Years to 60 Years   (Adult),900.0,Other,Interventional,2018-02-05,01/08/23,2023-01-08,18/04/18,23/02/21,"University of Alabama at Birmingham, Birmingham, Alabama, United States|The University of South Alabama, Mobile, Alabama, United States|St. Joseph's Hospital & Medical Center - Barrow Neurological Institute, Phoenix, Arizona, United States|Dignity Health Medical Foundation, Carmichael, California, United States|Cedars-Sinai Medical Center, Los Angeles, California, United States|University of California, Los Angeles, Los Angeles, California, United States|University of California, San Diego, San Diego, California, United States|University of California, San Francisco, San Francisco, California, United States|Christiana Care Health Services, Inc., Newark, Delaware, United States|Georgetown University, Washington, District of Columbia, United States|University of Florida, Gainesville, Florida, United States|University of Miami, Miami, Florida, United States|University of South Florida Health, Tampa, Florida, United States|Rush University Medical Center, Chicago, Illinois, United States|The University of Kansas Medical Center (KUMC), Kansas City, Kansas, United States|University of Louisville, Louisville, Kentucky, United States|Norton Neurology MS Services, Louisville, Kentucky, United States|University of Maryland, Baltimore, Baltimore, Maryland, United States|The Johns Hopkins Hospital, Baltimore, Maryland, United States|Massachusetts General Hospital, Boston, Massachusetts, United States|University of Massachusetts Medical School, Worcester, Massachusetts, United States|University of Michigan, Ann Arbor, Michigan, United States|Wayne State University, Detroit, Michigan, United States|Mayo Clinic, Rochester, Minnesota, United States|Billings Clinic, Billings, Montana, United States|Advanced Neurology Specialists, Great Falls, Montana, United States|University of Nebraska Medical Center, Omaha, Nebraska, United States|Hackensack University Medical Center, Hackensack, New Jersey, United States|RWJBarnabas Health Multiple Sclerosis Comprehensive Care Center, Livingston, New Jersey, United States|New York University School of Medicine, New York, New York, United States|Icahn School of Medicine at Mount Sinai, New York, New York, United States|Columbia University Medical Center, New York, New York, United States|University of Rochester Medical Center, Rochester, New York, United States|Stony Brook University, Stony Brook, New York, United States|Novant Health Neurology and Sleep, Charlotte, North Carolina, United States|University of Cincinnati, Cincinnati, Ohio, United States|OhioHealth Research Institute, Columbus, Ohio, United States|Oklahoma Medical Research Foundation, Oklahoma City, Oklahoma, United States|Providence Health and Services - Oregon, Portland, Oregon, United States|Geisinger Clinic, Danville, Pennsylvania, United States|Allegheny Health Network Research Institute, Pittsburgh, Pennsylvania, United States|Vanderbilt Comprehensive MS Center, Nashville, Tennessee, United States|Baylor Scott and White Health, Dallas, Texas, United States|Central Texas Neurology Consultants, Round Rock, Texas, United States|University of Utah, Salt Lake City, Utah, United States|The University of Vermont and State Agricultural College, Burlington, Vermont, United States|Blacksburg Neurology, Christiansburg, Virginia, United States|Neurology Consultants of Tidewater, Norfolk, Virginia, United States|Swedish Health Services, Seattle, Washington, United States|University of Washington, Seattle, Washington, United States|Medical College of Wisconsin, Milwaukee, Wisconsin",United States,Immunological Disorders,1,1,1798.0
5482.0,NCT04422457,Specific Molecular Imaging of DX600 Labeled by PET Radionuclide Targeting ACE2 in Patients,,Recruiting,Solid Tumor,,,,,,,Other: 68Ga-DX600 PET/CT,Beijing Cancer Hospital,All,"18 Years to 75 Years   (Adult, Older Adult)",100.0,Other,Interventional,2020-06-13,01/06/23,2023-01-06,09/06/20,03/09/20,"Ethics Committee of Peking University Cancer Hospital, Beijing, Beijing",China,Others,0,1,937.0
5483.0,NCT04536259,Assessing People's Hospital Outpatient Appointment Preferences in the United Kingdom,,Completed,Hospital Outpatient Clinics,Chronic Disease,,,,,,Behavioral: Video Default|Behavioral: In-Person Default|Behavioral: Active Choice,University of Warwick,All,"18 Years and older   (Adult, Older Adult)",1481.0,Other,Interventional,2020-11-09,31/10/20,2020-10-31,02/09/20,05/11/20,"Kelly Schmidtke, Coventry, West Midlands",United Kingdom,Others,0,2,-9.0
5484.0,NCT04764539,Video Assisted Speech Technology to Enhance Motor Planning for Speech,VAST,Completed,Autism Spectrum Disorder,Apraxia of Speech,,,,,,Behavioral: Video Assisted Speech Therapy (VAST),"iTherapy, LLC|National Institute on Deafness and Other Communication Disorders (NIDCD)",All,4 Years to 8 Years   (Child),6.0,Other|NIH,Interventional,2019-01-12,30/11/20,2020-11-30,21/02/21,21/02/21,"All research was conducted via tele-research due to COVID-19, Vallejo, California",United States,Others,0,2,688.0
5485.0,NCT04843969,Investigation of Cigarette Cravings in Smokers,,"Active, not recruiting",Cigarette Smoking,Addiction Nicotine,Tobacco Use,,,,,Behavioral: Stress induction|Behavioral: Control stress exposure|Behavioral: Cue induction|Behavioral: Neutral cue exposure,Marco Leyton|McGill University Health Centre/Research Institute of the McGill University Health Centre,All,"18 Years to 65 Years   (Adult, Older Adult)",76.0,Other,Interventional,2018-02-20,01/05/20,2022-01-31,14/04/21,14/04/21,"McGill University, Montreal, Quebec",Canada,Others,0,3,1441.0
5486.0,NCT04844294,A Randomized Clinical Trial Testing the Effectiveness of Telemental Health for Suicidal Patients,,Not yet recruiting,Suicide,Suicidal Ideation,Suicide Attempt,,,,,Behavioral: Brief Cognitive Behavioral Therapy (BCBT)|Behavioral: Present-Centered Therapy (PCT),Ohio State University,All,"18 Years and older   (Adult, Older Adult)",80.0,Other,Interventional,2021-01-04,01/04/22,2023-01-04,14/04/21,14/04/21,"The Ohio State University, Columbus, Ohio",United States,Others,0,3,730.0
5487.0,NCT04344665,Post Discharge After Surgery Virtual Care With Remote Automated Monitoring Technology (PVC-RAM) Trial,PVC-RAM,"Active, not recruiting",Surgery,Perioperative Complication,COVID-19,,,,,Other: Virtual Care and Remote Automated Monitoring,Population Health Research Institute|Hamilton Health Sciences Corporation|McMaster University,All,"40 Years and older   (Adult, Older Adult)",905.0,Other,Interventional,2020-04-23,28/10/20,2021-01-01,14/04/20,23/11/20,"University of Alberta Hospital, Edmonton, Alberta, Canada|The Ottawa Hospital, Ottawa, Ontario, Canada|Hamilton General Hospital, Hamilton, Canada|Juravinski Hospital, Hamilton, Canada|St. Joseph's Healthcare Hamilton, Hamilton, Canada|Kingston Health Sciences Centre, Kingston, Canada|London Health Sciences Centre, London",Canada,Respiratory Diseases,1,3,253.0
5488.0,NCT04772677,Building Emotional Awareness and Mental Health,BEAM,Not yet recruiting,Maternal Depression,,,,,,,Behavioral: BEAM Mental Health and Parenting Program,University of Manitoba|University of Calgary|Tactica Interactive|Centre for Healthcare Innovation|Research Manitoba,Female,"18 Years and older   (Adult, Older Adult)",60.0,Other,Interventional,2021-01-04,01/07/21,2021-01-09,26/02/21,26/02/21,"The University of Manitoba - Department of Psychology, Winnipeg, Manitoba",Canada,Mental Health,1,1,5.0
5489.0,NCT04840498,UAB AIM Virtual Magic Camp,,Recruiting,Autism,,,,,,,Behavioral: Autism Research,"Hon K. Yuen, PhD|University of Alabama at Birmingham",All,"9 Years to 18 Years   (Child, Adult)",26.0,Other,Observational,2021-07-04,30/07/21,2021-08-31,12/04/21,12/04/21,"UAB Alys Sthepens Center, Birmingham, Alabama",United States,Others,0,1,58.0
5490.0,NCT04571593,Remote Yoga Nidra for Anxiety and Sleep,,Completed,Insomnia Due to Anxiety and Fear,,,,,,,Behavioral: Yoga Nidra,National University of Natural Medicine,All,"18 Years and older   (Adult, Older Adult)",74.0,Other,Interventional,2020-04-15,05/08/20,2020-09-14,01/10/20,05/10/20,"National University of Natural Medicine, Helfgott Research Institute, Portland, Oregon",United States,Mental Health,1,1,152.0
5491.0,NCT04714606,Feasibility RCT of an 8-session Group Intervention for Siblings of Children Who Have ASD,,Recruiting,Autism Spectrum Disorder,,,,,,,Other: Sibling support group|Other: None - control condition,University of Surrey,All,7 Years to 11 Years   (Child),25.0,Other,Interventional,2020-12-14,30/04/21,2021-04-30,19/01/21,19/01/21,"The Howard Partnership Multi-Academy Trust, Leatherhead",United Kingdom,Others,0,1,137.0
5492.0,NCT04402034,Telerehabilitation in Disabled People: Proposal for Practical Intervention With Virtual Reality,,Completed,Disability Physical,,,,,,,Behavioral: Application of tele-rehabilitation,University of Sao Paulo,All,"7 Years to 80 Years   (Child, Adult, Older Adult)",40.0,Other,Interventional,2020-05-15,20/10/20,2020-10-21,26/05/20,26/10/20,"Escola de Artes,Ciencias e Humanidades da Universidade d Sao Paulo, Sao Paulo",Brazil,Others,0,1,159.0
5493.0,NCT04029194,The Causal Effects of Old Age Pensions,,"Active, not recruiting",Aging,,,,,,,Behavioral: Assistance with old age pension application,"National Bureau of Economic Research, Inc.",All,"55 Years and older   (Adult, Older Adult)",1459.0,Other,Interventional,2019-04-02,31/12/27,2027-12-31,23/07/19,23/09/20,"JPAL SA at IFMR, Chennai, Tamil Nadu",India,Others,0,1,3195.0
5494.0,NCT04617132,Online MBI for Families Affected by PPDA,,"Active, not recruiting",Postpartum Depression,Postpartum Anxiety,,,,,,Behavioral: MBCT/MBSR,British Columbia Children's Hospital,All,"19 Years and older   (Adult, Older Adult)",40.0,Other,Observational,2020-10-20,01/08/22,2022-01-08,05/11/20,05/11/20,"Reproductive Mental Health Program, BC Children's Hospital, Vancouver, British Columbia",Canada,Mental Health,1,2,445.0
5495.0,NCT04687852,Comparison of the Efficacy of Pharmacology and Non-pharmacological Treatment in Women With Primary Dysmenorrhea.,,Recruiting,Pelvic Floor,Exercise,Telerehabilitation,Acupressure,Dysmenorrhea Primary,Drug Effect,,Other: Conservative and Non-conservative treatments,Istanbul Medipol University Hospital,Female,18 Years to 60 Years   (Adult),85.0,Other,Interventional,2020-09-06,09/06/21,2021-09-12,29/12/20,20/01/21,"Gizem BOZTAŞ, Istanbul, Kavacık",Turkey,Others,0,6,371.0
5496.0,NCT04485000,Online 1-Day CBT-Based Workshops for PPD,,Completed,Postpartum Depression,,,,,,,Behavioral: Online 1-Day Cognitive Behavioural Therapy (CBT)-Based Workshop,McMaster University,Female,"18 Years and older   (Adult, Older Adult)",403.0,Other,Interventional,2020-04-20,30/01/21,2021-01-30,24/07/20,16/02/21,"McMaster University, Hamilton, Ontario",Canada,Mental Health,1,1,285.0
5497.0,NCT04525521,Hand Sanitizer Effects on the Skin Barrier,,Recruiting,Dermatitis Hand,Skin Abnormalities,Atopic Dermatitis,Atopic Dermatitis Eczema,,,,Other: Hand sanitizer and hand washing,National Jewish Health,All,18 Years to 60 Years   (Adult),40.0,Other,Observational,2020-01-12,20/08/21,2021-08-20,25/08/20,02/03/21,"National Jewish Health, Denver, Colorado",United States,Others,0,4,586.0
5498.0,NCT04461769,Electrical Synchronization of Slow Oscillations to Enhance Deep Sleep,ESSOTEDS,Completed,Sleep,Sleep Hygiene,,,,,,Device: Transcranial Electrical Stimulation,Brain Electrophysiology Laboratory Company,All,"18 Years to 80 Years   (Adult, Older Adult)",13.0,Industry,Interventional,2019-01-09,30/05/20,2020-05-30,08/07/20,08/07/20,"Brain Electrophysiology Laboratory Company, Eugene, Oregon",United States,Others,0,2,507.0
5499.0,NCT04685759,Exercise Regimens and Neoadjuvant Chemotherapy,,Not yet recruiting,Cancer of Gastrointestinal Tract,,,,,,,Other: In-Person Exercise Protocol|Other: Virtual Exercise Protocol,University of Texas Southwestern Medical Center,All,"18 Years to 75 Years   (Adult, Older Adult)",50.0,Other,Interventional,2021-01-03,01/10/21,2022-01-01,28/12/20,28/12/20,,,Cancers,1,1,363.0
5500.0,NCT03856749,Effectiveness of Wheelchair Skills Training for Caregivers of Manual Wheelchair Users,,Recruiting,Caregivers,,,,,,,Other: Remote wheelchair skills training,Lee Kirby|IWK Health Centre|Nova Scotia Health Authority,All,"18 Years and older   (Adult, Older Adult)",50.0,Other,Interventional,2019-04-12,01/01/22,2022-01-01,27/02/19,11/03/21,"Nova Scotia Rehabilitation Centre, Halifax, Nova Scotia",Canada,Others,0,1,995.0
5501.0,NCT04818008,The Effect of the Arabic Otago Exercise Program on Falls in People With Multiple Sclerosis,,Not yet recruiting,Multiple Sclerosis,,,,,,,Other: Otago Exercise Program,University of Jordan,All,"18 Years and older   (Adult, Older Adult)",50.0,Other,Interventional,2021-01-06,01/12/23,2023-01-12,26/03/21,06/04/21,,,Immunological Disorders,1,1,736.0
5502.0,NCT04586309,Improving the Mental Health of Resident Physicians and Fellows Through Transcendental Meditation,,Not yet recruiting,"Burnout, Professional","Stress, Psychological",Depression,Job Stress,,,,Behavioral: Transcendental meditation,University of Arizona|David Lynch Foundation|Tucson Transcendental Meditation Center,All,"Child, Adult, Older Adult",50.0,Other,Interventional,2020-01-11,01/06/21,2021-01-12,14/10/20,14/10/20,,,Mental Health,1,4,367.0
5503.0,NCT04173663,Advocating for Supports to Improve Service Transitions,ASSIST,"Active, not recruiting",Autism Spectrum Disorder,Autism,,,,,,Behavioral: ASSIST,"Vanderbilt University Medical Center|University of Illinois at Urbana-Champaign|University of Wisconsin, Madison",All,"16 Years and older   (Child, Adult, Older Adult)",180.0,Other,Interventional,2020-03-01,30/05/24,2024-05-30,22/11/19,04/12/20,"University of Illinois at Urbana-Champaign, Chicago, Illinois, United States|Vanderbilt University Medical Center, Nashville, Tennessee, United States|Waisman Center at University of Madison-Wisconsin, Madison, Wisconsin",United States,Others,0,2,1551.0
5504.0,NCT04809961,Longitudinal Observation of NHS Staff Wellbeing Following Introduction of the I-care Peer Support App,I-Care,Not yet recruiting,Peer Group,,,,,,,Other: I-care app,University of Southampton|Solent NHS Trust,All,"18 Years and older   (Adult, Older Adult)",2000.0,Other,Observational,2021-01-04,01/04/22,2022-01-07,22/03/21,22/03/21,"Lindsey Cherry, Southampton, Hampshire",United Kingdom,Others,0,1,368.0
5505.0,NCT04431323,Intervention for Young Adults With Multiple Sclerosis,ESPRIMO,Recruiting,Multiple Sclerosis,,,,,,,Behavioral: ESPRIMO,Azienda Ospedaliera Universitaria Integrata Verona,All,18 Years to 45 Years   (Adult),60.0,Other,Interventional,2020-05-13,01/08/22,2022-01-08,16/06/20,16/06/20,"Azienda Ospedaliera Universitaria Integrata Verona, Policlinico G.B. Rossi, Verona, Veneto",Italy,Immunological Disorders,1,1,605.0
5506.0,NCT03821402,Efficacy and Safety of DaxibotulinumtoxinA for Injection for the Treatment of Adult Upper Limb Spasticity,JUNIPER,Completed,Upper Limb Spasticity,,,,,,,Biological: DAXI for injection dose LOW DOSE|Biological: DAXI for injection dose MEDIUM DOSE|Biological: DAXI for injection Dose HIGH DOSE|Other: Placebo,"Revance Therapeutics, Inc.",All,"18 Years to 75 Years   (Adult, Older Adult)",83.0,Industry,Interventional,2018-12-12,23/11/20,2020-11-23,29/01/19,01/03/21,"Rancho Research Institute at Rancho Los Amigos National Rehab Center, Downey, California, United States|The Parkinsons and Movement Disorder Institute, Fountain Valley, California, United States|Collaborative Neuroscience Network LLC, Long Beach, California, United States|SC3 Research, Pasadena, California, United States|Yale University, Fairfield, Connecticut, United States|Waterbury Neurologists, Middlebury, Connecticut, United States|Ki Health Partners LLC DBA New England Institute for Clinical Research, Stamford, Connecticut, United States|MedStar National Rehabilitation Hospital, Washington, District of Columbia, United States|Parkinsons Disease and Movement Disorders Center, Boca Raton, Florida, United States|NW FL Clinical Research Group, LLC, Gulf Breeze, Florida, United States|Infinity Clinical Research, Hollywood, Florida, United States|Parkinsons Disease Treatment Center of Southwest Florida, Port Charlotte, Florida, United States|Shirley Ryan AbilityLab, Chicago, Illinois, United States|Kansas Institute of Research, Overland Park, Kansas, United States|William Beaumont Hospital, Royal Oak, Michigan, United States|Rusk Rehabilitation Hospital, Columbia, Missouri, United States|Icahn School of Medicine at Mount Sinai, New York, New York, United States|Weill Cornell Medical College, New York, New York, United States|Carolinas Rehabilitation, Charlotte, North Carolina, United States|Wake Forest University School of Medicine, Salem, North Carolina, United States|MossRehab, Elkins Park, Pennsylvania, United States|University of Pittsburgh School of Medicine, Pittsburgh, Pennsylvania, United States|Vanderbilt University Medical Center, Nashville, Tennessee, United States|North Texas Institute of Neurology and Headache, Frisco, Texas, United States|University of Texas Health Science Center at Houston, Houston, Texas, United States|University of Utah, Salt Lake City, Utah",United States,Others,0,1,712.0
5507.0,NCT04386798,Stress and Anxiety Levels of Mothers Lying in the Baby Newborn Intensive Care Unit,,Recruiting,Newborn,Anxiety,,,,,,Other: survey work,Eskisehir Osmangazi University,Female,18 Years to 45 Years   (Adult),60.0,Other,Interventional,2020-07-25,22/12/20,2021-02-25,13/05/20,23/12/20,"Eskisehir City Hospital, Odunpazarı, Eskisehir, Turkey|Eskisehir City Hospital, Eskisehir",Turkey,Mental Health,1,2,215.0
5508.0,NCT04104321,A Clinical Study to Evaluate the Efficacy and Safety of Aramchol in Subjects With NASH (ARMOR),ARMOR,Recruiting,Nonalcoholic Steatohepatitis (NASH),,,,,,,Drug: Aramchol|Drug: Placebo,"Galmed Research and Development, Ltd.|Galmed Pharmaceuticals Ltd",All,"18 Years to 75 Years   (Adult, Older Adult)",2000.0,Industry,Interventional,2019-09-23,01/12/24,2027-01-06,26/09/19,17/02/21,"The Public Health Trust of Miami-Dade County, Florida, dba the Jackson Health System, Miami, Florida, United States|Texas Clinical Research Institute, LLC, Arlington, Texas",United States,Others,0,1,2662.0
5509.0,NCT04362163,Study for Testing and Reviewing Improvised PPE Effectiveness 3 (STRIPE-3),STRIPE-3,Completed,Healthy,,,,,,,Device: Snorkel-based improvised personal protective equipment,Guy's and St Thomas' NHS Foundation Trust,All,"18 Years and older   (Adult, Older Adult)",10.0,Other,Observational,2020-01-05,05/06/20,2020-05-06,24/04/20,09/06/20,"St Thomas' Hospital, London",United Kingdom,Others,0,1,122.0
5510.0,NCT04800861,Glycemic Control in Diabetic Hospitalized Patients,,Recruiting,Diabetes,Diabetes Mellitus,,,,,,,AlFayhaa General Hospital,All,"Child, Adult, Older Adult",500.0,Other,Observational,2021-01-01,01/07/21,2021-01-07,16/03/21,16/03/21,"AlFayhaa Teaching hospital, Basra",Iraq,Metabolic Disorders,1,2,6.0
